Id,BirthYear,DeathYear,Age,Group
Bong1622,1851,1898,47,N_family
Bong1915,1851,1912,61,N_family
Bong2217,1851,1898,47,N_family
Bong2477,1851,1908,57,N_family
Bong2960,1851,1879,28,N_family
Buk655,1851,1876,25,N_family
Buk897,1851,1909,58,N_family
Buk1421,1851,1885,34,N_family
Ko804,1851,1881,30,N_family
Ko831,1851,1864,13,N_family
Ko916,1851,1914,63,N_family
Ko929,1851,1926,75,N_family
Bong1157,1852,1891,39,N_family
Bong1407,1852,1906,54,N_family
Bong1530,1852,1881,29,N_family
Bong1603,1852,1890,38,N_family
Bong2465,1852,1891,39,N_family
Bong2499,1852,1894,42,N_family
Bong2858,1852,1924,72,N_family
Bong2896,1852,1887,35,N_family
Ko624,1852,1906,54,N_family
Bong2000,1853,1895,42,N_family
Bong2775,1853,1883,30,N_family
Buk703,1853,1918,65,N_family
Buk960,1853,1885,32,N_family
Ko1050,1853,1909,56,N_family
Bong1226,1854,1874,20,N_family
Bong1333,1854,1917,63,N_family
Bong1606,1854,1903,49,N_family
Bong1691,1854,1917,63,N_family
Bong1783,1854,1886,32,N_family
Bong1837,1854,1885,31,N_family
Bong1848,1854,1878,24,N_family
Bong1934,1854,1908,54,N_family
Bong2308,1854,1928,74,N_family
Bong2686,1854,1935,81,N_family
Bong2700,1854,1914,60,N_family
Bong3009,1854,1925,71,N_family
Buk587,1854,1876,22,N_family
Buk688,1854,1884,30,N_family
Bong1029,1855,1914,59,N_family
Bong1404,1855,1886,31,N_family
Bong1435,1855,1891,36,N_family
Bong1755,1855,1896,41,N_family
Bong2691,1855,1904,49,N_family
Bong2916,1855,1913,58,N_family
Buk1485,1855,1921,66,N_family
Ko971,1855,1874,19,N_family
Ko973,1855,1922,67,N_family
Ko1023,1855,1905,50,N_family
Ko1047,1855,1906,51,N_family
Bong1677,1856,1902,46,N_family
Bong1864,1856,1896,40,N_family
Bong2015,1856,1893,37,N_family
Bong2088,1856,1897,41,N_family
Bong2395,1856,1940,84,N_family
Bong2800,1856,1942,86,N_family
Bong2827,1856,1886,30,N_family
Bong2869,1856,1886,30,N_family
Ko592,1856,1887,31,N_family
Ko1097,1856,1937,81,N_family
Ko1147,1856,1916,60,N_family
Bong1290,1857,1883,26,N_family
Bong1389,1857,1928,71,N_family
Bong1764,1857,1882,25,N_family
Bong2114,1857,1918,61,N_family
Bong2158,1857,1928,71,N_family
Bong2532,1857,1908,51,N_family
Bong2552,1857,1889,32,N_family
Bong2751,1857,1883,26,N_family
Bong3130,1857,1909,52,N_family
Ko906,1857,1877,20,N_family
Bong1098,1858,1884,26,N_family
Bong1507,1858,1895,37,N_family
Bong1984,1858,1889,31,N_family
Bong2122,1858,1881,23,N_family
Bong2183,1858,1881,23,N_family
Bong2489,1858,1894,36,N_family
Bong2502,1858,1937,79,N_family
Bong2513,1858,1894,36,N_family
Bong2517,1858,1907,49,N_family
Bong3119,1858,1907,49,N_family
Bong3268,1858,1905,47,N_family
Buk1327,1858,1922,64,N_family
Ko924,1858,1887,29,N_family
Ko1043,1858,1899,41,N_family
Bong1491,1859,1903,44,N_family
Bong1715,1859,1895,36,N_family
Bong1798,1859,1911,52,N_family
Bong2262,1859,1897,38,N_family
Bong2394,1859,1919,60,N_family
Bong2794,1859,1911,52,N_family
Bong2924,1859,1908,49,N_family
Buk1260,1859,1910,51,N_family
Buk1545,1859,1906,47,N_family
Buk1646,1859,1936,77,N_family
Ko1110,1859,1876,17,N_family
Bong1302,1860,1937,77,N_family
Bong1542,1860,1925,65,N_family
Bong1865,1860,1940,80,N_family
Bong2117,1860,1935,75,N_family
Bong2333,1860,1892,32,N_family
Bong2540,1860,1909,49,N_family
Bong3363,1860,1943,83,N_family
Buk998,1860,1888,28,N_family
Buk1377,1860,1899,39,N_family
Ko967,1860,1907,47,N_family
Ko1091,1860,1907,47,N_family
Bong1092,1861,1902,41,N_family
Bong1375,1861,1895,34,N_family
Bong2468,1861,1910,49,N_family
Bong2494,1861,1925,64,N_family
Bong2525,1861,1930,69,N_family
Bong2602,1861,1944,83,N_family
Bong2870,1861,1942,81,N_family
Buk1492,1861,1914,53,N_family
Ko833,1861,1888,27,N_family
